name  lat	long	url	url-s	url-p	username	
Walls of art Fitzroy	-37.7955	144.979333	 http://farm7.staticflickr.com/6030/5897013968_9f046fe793_q.jpg	 http://farm7.staticflickr.com/6030/5897013968_9f046fe793_m.jpg	 http://www.flickr.com/photos/29832258@N08/5897013968	 ellowars	
Black and white and blue	-37.795474	144.979605	 http://farm9.staticflickr.com/8056/8130034302_2c29a4db91_q.jpg	 http://farm9.staticflickr.com/8056/8130034302_2c29a4db91_m.jpg	 http://www.flickr.com/photos/35793620@N02/8130034302	 Wolff 2.0	
Eye See	-37.795457	144.980521	 http://farm3.staticflickr.com/2559/4197034606_44fddab4e7_q.jpg	 http://farm3.staticflickr.com/2559/4197034606_44fddab4e7_m.jpg	 http://www.flickr.com/photos/43678657@N05/4197034606	 Breezer Knows Best	
Alone II	-37.795457	144.980521	 http://farm3.staticflickr.com/2561/4189371005_f241de6930_q.jpg	 http://farm3.staticflickr.com/2561/4189371005_f241de6930_m.jpg	 http://www.flickr.com/photos/43678657@N05/4189371005	 Breezer Knows Best	
Alone	-37.795457	144.980521	 http://farm3.staticflickr.com/2637/4189370681_08615effc2_q.jpg	 http://farm3.staticflickr.com/2637/4189370681_08615effc2_m.jpg	 http://www.flickr.com/photos/43678657@N05/4189370681	 Breezer Knows Best	
Leicester Street	-37.795457	144.980521	 http://farm3.staticflickr.com/2687/4184629930_0d11824449_q.jpg	 http://farm3.staticflickr.com/2687/4184629930_0d11824449_m.jpg	 http://www.flickr.com/photos/43678657@N05/4184629930	 Breezer Knows Best	
graffiti opposite intersection cafe	-37.79544	144.967432	 http://farm2.staticflickr.com/1202/1224538232_ee6795977e_q.jpg	 http://farm2.staticflickr.com/1202/1224538232_ee6795977e_m.jpg	 http://www.flickr.com/photos/48889116524@N01/1224538232	 maleeha.azeem	
	-37.795436	144.976948	 http://farm1.staticflickr.com/228/473266432_929aa9d2e0_q.jpg	 http://farm1.staticflickr.com/228/473266432_929aa9d2e0_m.jpg	 http://www.flickr.com/photos/63357531@N00/473266432	 sensesmaybenumbed	
	-37.795436	144.976948	 http://farm2.staticflickr.com/1433/1462848119_54f63ace94_q.jpg	 http://farm2.staticflickr.com/1433/1462848119_54f63ace94_m.jpg	 http://www.flickr.com/photos/63357531@N00/1462848119	 sensesmaybenumbed	
	-37.795436	144.976948	 http://farm1.staticflickr.com/212/473282665_20e8c15b0c_q.jpg	 http://farm1.staticflickr.com/212/473282665_20e8c15b0c_m.jpg	 http://www.flickr.com/photos/63357531@N00/473282665	 sensesmaybenumbed	
blank walls are criminal	-37.795436	144.976948	 http://farm1.staticflickr.com/167/473297361_a3f86d37b3_q.jpg	 http://farm1.staticflickr.com/167/473297361_a3f86d37b3_m.jpg	 http://www.flickr.com/photos/63357531@N00/473297361	 sensesmaybenumbed	
	-37.795432	144.977098	 http://farm4.staticflickr.com/3037/2303758101_719b9b6ec8_q.jpg	 http://farm4.staticflickr.com/3037/2303758101_719b9b6ec8_m.jpg	 http://www.flickr.com/photos/63357531@N00/2303758101	 sensesmaybenumbed	
graffiti	-37.795419	144.977002	 http://farm4.staticflickr.com/3053/2872390383_baebcef72c_q.jpg	 http://farm4.staticflickr.com/3053/2872390383_baebcef72c_m.jpg	 http://www.flickr.com/photos/24761036@N00/2872390383	 louisa_catlover	
026/365 Brunswick Street	-37.795398	144.979019	 http://farm6.staticflickr.com/5215/5389759573_15c969847d_q.jpg	 http://farm6.staticflickr.com/5215/5389759573_15c969847d_m.jpg	 http://www.flickr.com/photos/48987113@N04/5389759573	 .Yann	
deface ads	-37.795389	144.97874	 http://farm4.staticflickr.com/3040/2910239222_ceaa3cf16c_q.jpg	 http://farm4.staticflickr.com/3040/2910239222_ceaa3cf16c_m.jpg	 http://www.flickr.com/photos/24761036@N00/2910239222	 louisa_catlover	
stencils & other stuff	-37.795372	144.978611	 http://farm4.staticflickr.com/3282/3092840014_19a9898ed6_q.jpg	 http://farm4.staticflickr.com/3282/3092840014_19a9898ed6_m.jpg	 http://www.flickr.com/photos/24761036@N00/3092840014	 louisa_catlover	
Scarf	-37.795372	144.980049	 http://farm4.staticflickr.com/3211/2943018476_20ae3348c2_q.jpg	 http://farm4.staticflickr.com/3211/2943018476_20ae3348c2_m.jpg	 http://www.flickr.com/photos/59055972@N00/2943018476	 H.e.l.e.n.	
Fitzroy street art Leicester Street 2013-02-02 (IMG_0739_40_41)	-37.795362	144.979152	 http://farm9.staticflickr.com/8097/8447266892_241a68f7c8_q.jpg	 http://farm9.staticflickr.com/8097/8447266892_241a68f7c8_m.jpg	 http://www.flickr.com/photos/74822983@N02/8447266892	 ajhaysom	
Once upon a Time in Fitzroy	-37.795338	144.974327	 http://farm4.staticflickr.com/3245/3102638518_a22b844cb0_q.jpg	 http://farm4.staticflickr.com/3245/3102638518_a22b844cb0_m.jpg	 http://www.flickr.com/photos/65276246@N00/3102638518	 Satta van Daal	
2 balls	-37.79533	144.978117	 http://farm4.staticflickr.com/3245/3091999959_5bb90d70bf_q.jpg	 http://farm4.staticflickr.com/3245/3091999959_5bb90d70bf_m.jpg	 http://www.flickr.com/photos/24761036@N00/3091999959	 louisa_catlover	
	-37.795321	144.978643	 http://farm2.staticflickr.com/1350/1462905103_289355e104_q.jpg	 http://farm2.staticflickr.com/1350/1462905103_289355e104_m.jpg	 http://www.flickr.com/photos/63357531@N00/1462905103	 sensesmaybenumbed	
Fitzroy - red white and black	-37.795313	144.978976	 http://farm2.staticflickr.com/1294/4694954886_1b519ab86a_q.jpg	 http://farm2.staticflickr.com/1294/4694954886_1b519ab86a_m.jpg	 http://www.flickr.com/photos/66801399@N00/4694954886	 aurora_design	
Used Ironlak	-37.795271	144.987602	 http://farm6.staticflickr.com/5021/5735627372_824ec1c73b_q.jpg	 http://farm6.staticflickr.com/5021/5735627372_824ec1c73b_m.jpg	 http://www.flickr.com/photos/9574497@N07/5735627372	 beatplusmelody	
	-37.795271	144.979244	 http://farm3.staticflickr.com/2597/3848536558_ce26cea958_q.jpg	 http://farm3.staticflickr.com/2597/3848536558_ce26cea958_m.jpg	 http://www.flickr.com/photos/63357531@N00/3848536558	 sensesmaybenumbed	
paste-up	-37.795228	144.978171	 http://farm4.staticflickr.com/3106/2875158595_3ea2d9e9ca_q.jpg	 http://farm4.staticflickr.com/3106/2875158595_3ea2d9e9ca_m.jpg	 http://www.flickr.com/photos/24761036@N00/2875158595	 louisa_catlover	
	-37.795152	144.974116	 http://farm4.staticflickr.com/3045/2303742705_c56a227804_q.jpg	 http://farm4.staticflickr.com/3045/2303742705_c56a227804_m.jpg	 http://www.flickr.com/photos/63357531@N00/2303742705	 sensesmaybenumbed	
	-37.795152	144.974116	 http://farm3.staticflickr.com/2143/2303737949_455875bb90_q.jpg	 http://farm3.staticflickr.com/2143/2303737949_455875bb90_m.jpg	 http://www.flickr.com/photos/63357531@N00/2303737949	 sensesmaybenumbed	
pig/police	-37.795139	144.978471	 http://farm4.staticflickr.com/3092/2875828402_3db6a9039f_q.jpg	 http://farm4.staticflickr.com/3092/2875828402_3db6a9039f_m.jpg	 http://www.flickr.com/photos/24761036@N00/2875828402	 louisa_catlover	
Urban Monkey	-37.795016	144.856345	 http://farm8.staticflickr.com/7136/7147241165_24c8cbd94c_q.jpg	 http://farm8.staticflickr.com/7136/7147241165_24c8cbd94c_m.jpg	 http://www.flickr.com/photos/43839823@N07/7147241165	 Raoul's Photos	
melbourne - australia	-37.794592	144.932327	 http://farm9.staticflickr.com/8205/8202213199_c7e4061271_q.jpg	 http://farm9.staticflickr.com/8205/8202213199_c7e4061271_m.jpg	 http://www.flickr.com/photos/15632697@N06/8202213199	 Greenes Music	
Chess Club	-37.794567	144.97771	 http://farm5.staticflickr.com/4034/4519606077_fba83b547e_q.jpg	 http://farm5.staticflickr.com/4034/4519606077_fba83b547e_m.jpg	 http://www.flickr.com/photos/25543011@N00/4519606077	 Will Cowan	
I WISH I HAD HANDS	-37.794478	144.978638	 http://farm1.staticflickr.com/143/336201667_dd3d4d1b91_q.jpg	 http://farm1.staticflickr.com/143/336201667_dd3d4d1b91_m.jpg	 http://www.flickr.com/photos/37912374670@N01/336201667	 acb	
	-37.79444	144.979362	 http://farm3.staticflickr.com/2430/3824905249_7a2ff7f870_q.jpg	 http://farm3.staticflickr.com/2430/3824905249_7a2ff7f870_m.jpg	 http://www.flickr.com/photos/41500517@N04/3824905249	 Erin K Stapleton	
Clifton Hill Super Wall 1	-37.794389	144.992988	 http://farm6.staticflickr.com/5267/5552346865_8aecf01638_q.jpg	 http://farm6.staticflickr.com/5267/5552346865_8aecf01638_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552346865	 1llustr4t0r.com	
IMG_4294	-37.794376	144.993374	 http://farm7.staticflickr.com/6190/6092187544_061af9a722_q.jpg	 http://farm7.staticflickr.com/6190/6092187544_061af9a722_m.jpg	 http://www.flickr.com/photos/59149365@N06/6092187544	 Paul Ebbo	
Flies 2004	-37.794351	144.992827	 http://farm6.staticflickr.com/5257/5552931604_ac890c7c23_q.jpg	 http://farm6.staticflickr.com/5257/5552931604_ac890c7c23_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552931604	 1llustr4t0r.com	
Clifton Hill Super Wall 2	-37.794325	144.99302	 http://farm6.staticflickr.com/5172/5552346795_e3cdd9c9b5_q.jpg	 http://farm6.staticflickr.com/5172/5552346795_e3cdd9c9b5_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552346795	 1llustr4t0r.com	
Clifton Hill Super Wall 3	-37.794219	144.993031	 http://farm6.staticflickr.com/5149/5552932320_19cd3d80b9_q.jpg	 http://farm6.staticflickr.com/5149/5552932320_19cd3d80b9_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552932320	 1llustr4t0r.com	
Gangsta Wall Dude	-37.794173	144.993031	 http://farm6.staticflickr.com/5265/5552346633_e5d80f2925_q.jpg	 http://farm6.staticflickr.com/5265/5552346633_e5d80f2925_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552346633	 1llustr4t0r.com	
3 hahaha	-37.794173	144.978622	 http://farm3.staticflickr.com/2283/1913952239_9e11903c58_q.jpg	 http://farm3.staticflickr.com/2283/1913952239_9e11903c58_m.jpg	 http://www.flickr.com/photos/63357531@N00/1913952239	 sensesmaybenumbed	
oscar the garbo	-37.794173	144.978622	 http://farm3.staticflickr.com/2156/1914716116_24bf2eed4b_q.jpg	 http://farm3.staticflickr.com/2156/1914716116_24bf2eed4b_m.jpg	 http://www.flickr.com/photos/63357531@N00/1914716116	 sensesmaybenumbed	
	-37.794158	144.927627	 http://farm6.staticflickr.com/5247/5362380169_d7bb09e21d_q.jpg	 http://farm6.staticflickr.com/5247/5362380169_d7bb09e21d_m.jpg	 http://www.flickr.com/photos/7940324@N03/5362380169	 Jess Dodd	
Clifton Hill Super Wall 9	-37.794122	144.993041	 http://farm6.staticflickr.com/5068/5552346149_9be14b74a5_q.jpg	 http://farm6.staticflickr.com/5068/5552346149_9be14b74a5_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552346149	 1llustr4t0r.com	
Clifton Hill Super Wall 4	-37.794058	144.993052	 http://farm6.staticflickr.com/5230/5552346569_16a322f2b3_q.jpg	 http://farm6.staticflickr.com/5230/5552346569_16a322f2b3_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552346569	 1llustr4t0r.com	
Clifton Hill Super Wall 6	-37.79405	144.993063	 http://farm6.staticflickr.com/5054/5552932016_5f46acf1e4_q.jpg	 http://farm6.staticflickr.com/5054/5552932016_5f46acf1e4_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552932016	 1llustr4t0r.com	
clifton hill graffiti	-37.794037	144.993009	 http://farm1.staticflickr.com/152/389906989_ee767c4a34_q.jpg	 http://farm1.staticflickr.com/152/389906989_ee767c4a34_m.jpg	 http://www.flickr.com/photos/63357531@N00/389906989	 sensesmaybenumbed	
clifton hill graffiti	-37.794037	144.993009	 http://farm1.staticflickr.com/148/389903087_7472961bcd_q.jpg	 http://farm1.staticflickr.com/148/389903087_7472961bcd_m.jpg	 http://www.flickr.com/photos/63357531@N00/389903087	 sensesmaybenumbed	
clifton hill graffiti	-37.794037	144.993009	 http://farm1.staticflickr.com/166/389904046_e6ae63c2e2_q.jpg	 http://farm1.staticflickr.com/166/389904046_e6ae63c2e2_m.jpg	 http://www.flickr.com/photos/63357531@N00/389904046	 sensesmaybenumbed	
Clifton Hill Super Wall 5	-37.794029	144.993041	 http://farm6.staticflickr.com/5300/5552932094_e559cd6033_q.jpg	 http://farm6.staticflickr.com/5300/5552932094_e559cd6033_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552932094	 1llustr4t0r.com	
Clifton Hill Super Wall 8	-37.794024	144.993063	 http://farm6.staticflickr.com/5069/5552346233_17123cc056_q.jpg	 http://farm6.staticflickr.com/5069/5552346233_17123cc056_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552346233	 1llustr4t0r.com	
cool monkey	-37.794024	144.978364	 http://farm3.staticflickr.com/2356/1914650024_a55360f424_q.jpg	 http://farm3.staticflickr.com/2356/1914650024_a55360f424_m.jpg	 http://www.flickr.com/photos/63357531@N00/1914650024	 sensesmaybenumbed	
Clifton Hill Super Wall 7	-37.79402	144.993073	 http://farm6.staticflickr.com/5304/5552931908_ebafe940f4_q.jpg	 http://farm6.staticflickr.com/5304/5552931908_ebafe940f4_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552931908	 1llustr4t0r.com	
Collingwood & Fitzroy Graffiti-68	-37.794016	144.992237	 http://farm8.staticflickr.com/7198/6932876486_fbc879ac77_q.jpg	 http://farm8.staticflickr.com/7198/6932876486_fbc879ac77_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932876486	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-67	-37.794016	144.992237	 http://farm8.staticflickr.com/7056/6932876220_b0e5434bfb_q.jpg	 http://farm8.staticflickr.com/7056/6932876220_b0e5434bfb_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932876220	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-66	-37.794016	144.992237	 http://farm8.staticflickr.com/7220/7078950907_05ba7d01ef_q.jpg	 http://farm8.staticflickr.com/7220/7078950907_05ba7d01ef_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078950907	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-65	-37.794016	144.992237	 http://farm6.staticflickr.com/5071/7078950639_d7a38fb8bf_q.jpg	 http://farm6.staticflickr.com/5071/7078950639_d7a38fb8bf_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078950639	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-64	-37.794016	144.992237	 http://farm8.staticflickr.com/7272/7078950399_495dd95839_q.jpg	 http://farm8.staticflickr.com/7272/7078950399_495dd95839_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078950399	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-62	-37.794016	144.992237	 http://farm8.staticflickr.com/7247/7078949921_4af1900673_q.jpg	 http://farm8.staticflickr.com/7247/7078949921_4af1900673_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078949921	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-63	-37.794016	144.992237	 http://farm8.staticflickr.com/7043/6932875192_7ded9074a2_q.jpg	 http://farm8.staticflickr.com/7043/6932875192_7ded9074a2_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932875192	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-61	-37.794016	144.992237	 http://farm8.staticflickr.com/7179/7078949635_9f138ff724_q.jpg	 http://farm8.staticflickr.com/7179/7078949635_9f138ff724_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078949635	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-59	-37.794016	144.992237	 http://farm8.staticflickr.com/7271/7078949193_cbee0a91b4_q.jpg	 http://farm8.staticflickr.com/7271/7078949193_cbee0a91b4_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078949193	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-60	-37.794016	144.992237	 http://farm6.staticflickr.com/5342/6932874384_11cbf1fb47_q.jpg	 http://farm6.staticflickr.com/5342/6932874384_11cbf1fb47_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932874384	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-58	-37.794016	144.992237	 http://farm8.staticflickr.com/7038/6932873950_c8e211a3b7_q.jpg	 http://farm8.staticflickr.com/7038/6932873950_c8e211a3b7_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932873950	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-57	-37.794016	144.992237	 http://farm6.staticflickr.com/5119/6932873682_216db0c434_q.jpg	 http://farm6.staticflickr.com/5119/6932873682_216db0c434_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932873682	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-56	-37.794016	144.992237	 http://farm8.staticflickr.com/7070/6932873468_38fca20021_q.jpg	 http://farm8.staticflickr.com/7070/6932873468_38fca20021_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932873468	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-55	-37.794016	144.992237	 http://farm8.staticflickr.com/7036/7078948217_29ab361042_q.jpg	 http://farm8.staticflickr.com/7036/7078948217_29ab361042_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078948217	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-54	-37.794016	144.992237	 http://farm8.staticflickr.com/7277/6932873024_43cacd6897_q.jpg	 http://farm8.staticflickr.com/7277/6932873024_43cacd6897_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932873024	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-53	-37.794016	144.992237	 http://farm8.staticflickr.com/7233/6932872742_7b1729c825_q.jpg	 http://farm8.staticflickr.com/7233/6932872742_7b1729c825_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932872742	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-52	-37.794016	144.992237	 http://farm8.staticflickr.com/7123/6932872446_03c52a31e4_q.jpg	 http://farm8.staticflickr.com/7123/6932872446_03c52a31e4_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932872446	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-50	-37.794016	144.992237	 http://farm8.staticflickr.com/7210/7078947025_1b618ed81d_q.jpg	 http://farm8.staticflickr.com/7210/7078947025_1b618ed81d_m.jpg	 http://www.flickr.com/photos/48583839@N07/7078947025	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-51	-37.794016	144.992237	 http://farm8.staticflickr.com/7042/6932872178_9cddd0519d_q.jpg	 http://farm8.staticflickr.com/7042/6932872178_9cddd0519d_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932872178	 Quick Shot Photos	
Collingwood & Fitzroy Graffiti-49	-37.794016	144.992237	 http://farm8.staticflickr.com/7073/6932871826_773ec4d800_q.jpg	 http://farm8.staticflickr.com/7073/6932871826_773ec4d800_m.jpg	 http://www.flickr.com/photos/48583839@N07/6932871826	 Quick Shot Photos	
Clifton Hill Super Wall 10	-37.793965	144.993073	 http://farm6.staticflickr.com/5229/5552931688_277f0c957e_q.jpg	 http://farm6.staticflickr.com/5229/5552931688_277f0c957e_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552931688	 1llustr4t0r.com	
Clifton Hill Super Wall 12	-37.793872	144.993095	 http://farm6.staticflickr.com/5251/5552931542_9582daeece_q.jpg	 http://farm6.staticflickr.com/5251/5552931542_9582daeece_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552931542	 1llustr4t0r.com	
Super Atomic Alien	-37.793867	144.993073	 http://farm6.staticflickr.com/5258/5552345591_d84743ef98_q.jpg	 http://farm6.staticflickr.com/5258/5552345591_d84743ef98_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552345591	 1llustr4t0r.com	
Clifton Hill Super Wall 11	-37.793863	144.993084	 http://farm6.staticflickr.com/5055/5552345633_7fd7749a3a_q.jpg	 http://farm6.staticflickr.com/5055/5552345633_7fd7749a3a_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552345633	 1llustr4t0r.com	
Clifton Hill Super Wall 13	-37.793859	144.993073	 http://farm6.staticflickr.com/5144/5552931464_92144fa91b_q.jpg	 http://farm6.staticflickr.com/5144/5552931464_92144fa91b_m.jpg	 http://www.flickr.com/photos/59335517@N02/5552931464	 1llustr4t0r.com	
slingshot	-37.793761	144.978053	 http://farm3.staticflickr.com/2149/2370517577_bd027d491c_q.jpg	 http://farm3.staticflickr.com/2149/2370517577_bd027d491c_m.jpg	 http://www.flickr.com/photos/63357531@N00/2370517577	 sensesmaybenumbed	
cold	-37.793761	144.978053	 http://farm3.staticflickr.com/2368/2371358894_ba6f280d5a_q.jpg	 http://farm3.staticflickr.com/2368/2371358894_ba6f280d5a_m.jpg	 http://www.flickr.com/photos/63357531@N00/2371358894	 sensesmaybenumbed	
hot	-37.793761	144.978053	 http://farm3.staticflickr.com/2140/2371363426_5006d0d7cc_q.jpg	 http://farm3.staticflickr.com/2140/2371363426_5006d0d7cc_m.jpg	 http://www.flickr.com/photos/63357531@N00/2371363426	 sensesmaybenumbed	
egypt rock	-37.793566	144.978718	 http://farm4.staticflickr.com/3213/3004683488_ec6550edfc_q.jpg	 http://farm4.staticflickr.com/3213/3004683488_ec6550edfc_m.jpg	 http://www.flickr.com/photos/63357531@N00/3004683488	 sensesmaybenumbed	
light pole	-37.793566	144.978718	 http://farm3.staticflickr.com/2346/2370511833_d504e1f78b_q.jpg	 http://farm3.staticflickr.com/2346/2370511833_d504e1f78b_m.jpg	 http://www.flickr.com/photos/63357531@N00/2370511833	 sensesmaybenumbed	
	-37.793566	144.978718	 http://farm1.staticflickr.com/180/426289631_959f6ecf60_q.jpg	 http://farm1.staticflickr.com/180/426289631_959f6ecf60_m.jpg	 http://www.flickr.com/photos/63357531@N00/426289631	 sensesmaybenumbed	
	-37.793566	144.978718	 http://farm1.staticflickr.com/175/426286138_54c716ef2e_q.jpg	 http://farm1.staticflickr.com/175/426286138_54c716ef2e_m.jpg	 http://www.flickr.com/photos/63357531@N00/426286138	 sensesmaybenumbed	
	-37.793448	144.978085	 http://farm4.staticflickr.com/3167/3004685556_8036a83763_q.jpg	 http://farm4.staticflickr.com/3167/3004685556_8036a83763_m.jpg	 http://www.flickr.com/photos/63357531@N00/3004685556	 sensesmaybenumbed	
Under the fence.	-37.793422	144.977946	 http://farm3.staticflickr.com/2700/4519603689_7e43aefa2b_q.jpg	 http://farm3.staticflickr.com/2700/4519603689_7e43aefa2b_m.jpg	 http://www.flickr.com/photos/25543011@N00/4519603689	 Will Cowan	
Banksy	-37.79308	144.979234	 http://farm5.staticflickr.com/4140/4800794401_17f825d273_q.jpg	 http://farm5.staticflickr.com/4140/4800794401_17f825d273_m.jpg	 http://www.flickr.com/photos/7419351@N07/4800794401	 Smith-0	
	-37.793032	144.964942	 http://farm3.staticflickr.com/2403/2214080308_4ef7e719e6_q.jpg	 http://farm3.staticflickr.com/2403/2214080308_4ef7e719e6_m.jpg	 http://www.flickr.com/photos/48889116524@N01/2214080308	 maleeha.azeem	
TK OVR CNTRL	-37.793028	144.994962	 http://farm6.staticflickr.com/5067/5689324959_5efd9bab86_q.jpg	 http://farm6.staticflickr.com/5067/5689324959_5efd9bab86_m.jpg	 http://www.flickr.com/photos/8979777@N04/5689324959	 Chris Moses	
Footscray Whitten	-37.79249	144.8913	 http://farm9.staticflickr.com/8155/7168249723_e8487650bd_q.jpg	 http://farm9.staticflickr.com/8155/7168249723_e8487650bd_m.jpg	 http://www.flickr.com/photos/43839823@N07/7168249723	 Raoul's Photos	
Urban Rhino	-37.792117	144.968655	 http://farm5.staticflickr.com/4025/5145759380_3bbc4fa314_q.jpg	 http://farm5.staticflickr.com/4025/5145759380_3bbc4fa314_m.jpg	 http://www.flickr.com/photos/52350366@N06/5145759380	 abhenna	
Footscray hero	-37.791608	144.890441	 http://farm8.staticflickr.com/7080/7168248133_164eb74340_q.jpg	 http://farm8.staticflickr.com/7080/7168248133_164eb74340_m.jpg	 http://www.flickr.com/photos/43839823@N07/7168248133	 Raoul's Photos	
melbourne - australia	-37.791472	144.93164	 http://farm9.staticflickr.com/8065/8202210947_e59e76910e_q.jpg	 http://farm9.staticflickr.com/8065/8202210947_e59e76910e_m.jpg	 http://www.flickr.com/photos/15632697@N06/8202210947	 Greenes Music	
Hewlett Plagiarism ?	-37.79135	144.983136	 http://farm4.staticflickr.com/3302/3271147543_66487c9187_q.jpg	 http://farm4.staticflickr.com/3302/3271147543_66487c9187_m.jpg	 http://www.flickr.com/photos/55236434@N00/3271147543	 michaelpickard	
The cool kids	-37.791334	144.983166	 http://farm6.staticflickr.com/5023/5546996258_698b6f71b4_q.jpg	 http://farm6.staticflickr.com/5023/5546996258_698b6f71b4_m.jpg	 http://www.flickr.com/photos/43285672@N02/5546996258	 Kitten of DOOM.	
stitch	-37.791218	144.983051	 http://farm4.staticflickr.com/3347/3255060720_cbfa215791_q.jpg	 http://farm4.staticflickr.com/3347/3255060720_cbfa215791_m.jpg	 http://www.flickr.com/photos/63357531@N00/3255060720	 sensesmaybenumbed	
we came here two destroy everything and ruin lives	-37.791201	144.968955	 http://farm4.staticflickr.com/3300/3333974447_6a5ed60ab1_q.jpg	 http://farm4.staticflickr.com/3300/3333974447_6a5ed60ab1_m.jpg	 http://www.flickr.com/photos/10278239@N03/3333974447	 thegreensea	
the west 00027	-37.791133	144.928207	 http://farm1.staticflickr.com/132/356691124_6c60d0dec1_q.jpg	 http://farm1.staticflickr.com/132/356691124_6c60d0dec1_m.jpg	 http://www.flickr.com/photos/44086587@N00/356691124	 littlegirllost	
the west00013	-37.791133	144.928207	 http://farm1.staticflickr.com/138/356678357_9fec517edd_q.jpg	 http://farm1.staticflickr.com/138/356678357_9fec517edd_m.jpg	 http://www.flickr.com/photos/44086587@N00/356678357	 littlegirllost	
hitachi train flemington 14/01/07	-37.791133	144.928207	 http://farm1.staticflickr.com/129/356659123_232a0cdfa9_q.jpg	 http://farm1.staticflickr.com/129/356659123_232a0cdfa9_m.jpg	 http://www.flickr.com/photos/44086587@N00/356659123	 littlegirllost	
hitachi train flemington 14/01/07	-37.791133	144.928207	 http://farm1.staticflickr.com/147/356668169_6ef3878b43_q.jpg	 http://farm1.staticflickr.com/147/356668169_6ef3878b43_m.jpg	 http://www.flickr.com/photos/44086587@N00/356668169	 littlegirllost	
F1000006	-37.790887	144.975821	 http://farm3.staticflickr.com/2727/4519603949_2b2673e75f_q.jpg	 http://farm3.staticflickr.com/2727/4519603949_2b2673e75f_m.jpg	 http://www.flickr.com/photos/25543011@N00/4519603949	 Will Cowan	
	-37.790769	144.969835	 http://farm2.staticflickr.com/1114/589856264_e052743b07_q.jpg	 http://farm2.staticflickr.com/1114/589856264_e052743b07_m.jpg	 http://www.flickr.com/photos/63357531@N00/589856264	 sensesmaybenumbed	
graffiti melbourne alley gertrude st	-37.790726	144.998416	 http://farm2.staticflickr.com/1275/1238642568_eedf20ef33_q.jpg	 http://farm2.staticflickr.com/1275/1238642568_eedf20ef33_m.jpg	 http://www.flickr.com/photos/26535701@N00/1238642568	 pixelwhip	
	-37.790362	144.988996	 http://farm4.staticflickr.com/3492/3848531564_c1cc406ed4_q.jpg	 http://farm4.staticflickr.com/3492/3848531564_c1cc406ed4_m.jpg	 http://www.flickr.com/photos/63357531@N00/3848531564	 sensesmaybenumbed	
Melbourne	-37.790251	144.981994	 http://farm8.staticflickr.com/7180/6873498988_fe1eca0974_q.jpg	 http://farm8.staticflickr.com/7180/6873498988_fe1eca0974_m.jpg	 http://www.flickr.com/photos/33124947@N07/6873498988	 onevery	
